1,-1,1,1,201,232,1.0,1,1.0
2,-1,1,1,201,235,1.0,2,1.0
3,-1,1,1,201,235,1.0,1,1.0
4,-1,1,1,201,236,1.0,1,1.0
5,-1,1,1,201,236,1.0,2,1.0
6,-1,1,1,203,239,1.0,2,1.0
7,-1,1,1,206,242,1.0,2,1.0
8,-1,1,1,210,241,1.0,2,1.0
9,-1,1,1,210,241,1.0,1,1.0
10,-1,1,1,206,243,1.0,2,1.0
11,-1,1,1,208,244,1.0,2,1.0
12,-1,1,1,209,245,1.0,2,1.0
13,-1,1,1,211,247,1.0,2,1.0
14,-1,1,1,213,248,1.0,2,1.0
15,-1,1,1,215,248,1.0,1,1.0
16,-1,1,1,218,250,1.0,2,1.0
17,-1,1,1,219,252,1.0,2,1.0
18,-1,1,1,218,256,1.0,2,1.0
19,-1,1,1,219,259,1.0,2,1.0
20,-1,1,1,170,259,1.0,1,1.0
21,-1,1,1,175,257,1.0,1,1.0
22,-1,1,1,179,257,1.0,1,1.0
23,-1,1,1,223,258,1.0,2,1.0
24,-1,1,1,225,259,1.0,2,1.0
25,-1,1,1,225,261,1.0,2,1.0
26,-1,1,1,226,262,1.0,2,1.0
27,-1,1,1,228,264,1.0,2,1.0
28,-1,1,1,230,263,1.0,1,1.0
29,-1,1,1,230,263,1.0,2,1.0
30,-1,1,1,230,263,1.0,2,1.0
31,-1,1,1,231,268,1.0,1,1.0
32,-1,1,1,234,271,1.0,2,1.0
33,-1,1,1,239,273,1.0,2,1.0
34,-1,1,1,239,274,1.0,1,1.0
35,-1,1,1,239,277,1.0,2,1.0
36,-1,1,1,239,280,1.0,2,1.0
37,-1,1,1,240,282,1.0,2,1.0
38,-1,1,1,242,281,1.0,2,1.0
39,-1,1,1,245,282,1.0,2,1.0
40,-1,1,1,249,282,1.0,2,1.0
41,-1,1,1,249,282,1.0,2,1.0
42,-1,1,1,246,282,1.0,1,1.0
43,-1,1,1,247,281,1.0,1,1.0
44,-1,1,1,250,283,1.0,1,1.0
45,-1,1,1,249,285,1.0,2,1.0
46,-1,1,1,246,288,1.0,2,1.0
47,-1,1,1,246,290,1.0,1,1.0
48,-1,1,1,251,298,1.0,2,1.0
49,-1,1,1,253,300,1.0,2,1.0
50,-1,1,1,251,296,1.0,1,1.0
51,-1,1,1,253,298,1.0,2,1.0
52,-1,1,1,256,300,1.0,2,1.0
53,-1,1,1,257,300,1.0,1,1.0
54,-1,1,1,257,300,1.0,1,1.0
55,-1,1,1,259,302,1.0,2,1.0
56,-1,1,1,261,305,1.0,2,1.0
57,-1,1,1,265,306,1.0,2,1.0
58,-1,1,1,270,308,1.0,2,1.0
59,-1,1,1,273,313,1.0,2,1.0
60,-1,1,1,274,316,1.0,2,1.0
61,-1,1,1,275,314,1.0,1,1.0
62,-1,1,1,274,315,1.0,1,1.0
63,-1,1,1,279,317,1.0,1,1.0
64,-1,1,1,277,315,1.0,1,1.0
65,-1,1,1,278,321,1.0,1,1.0
66,-1,1,1,279,322,1.0,1,1.0
67,-1,1,1,279,322,1.0,1,1.0
68,-1,1,1,280,324,1.0,1,1.0
69,-1,1,1,281,326,1.0,1,1.0
70,-1,1,1,282,326,1.0,1,1.0
71,-1,1,1,282,327,1.0,1,1.0
72,-1,1,1,284,330,1.0,1,1.0
73,-1,1,1,287,334,1.0,1,1.0
74,-1,1,1,292,337,1.0,1,1.0
75,-1,1,1,295,339,1.0,1,1.0
76,-1,1,1,296,340,1.0,1,1.0
77,-1,1,1,295,344,1.0,1,1.0
78,-1,1,1,296,344,1.0,1,1.0
79,-1,1,1,297,347,1.0,1,1.0
80,-1,1,1,299,346,1.0,2,1.0
81,-1,1,1,302,344,1.0,1,1.0
82,-1,1,1,304,346,1.0,1,1.0
83,-1,1,1,305,349,1.0,1,1.0
84,-1,1,1,304,349,1.0,2,1.0
85,-1,1,1,306,353,1.0,2,1.0
86,-1,1,1,309,358,1.0,1,1.0
87,-1,1,1,311,360,1.0,1,1.0
88,-1,1,1,314,360,1.0,2,1.0
89,-1,1,1,318,359,1.0,2,1.0
90,-1,1,1,315,360,1.0,1,1.0
91,-1,1,1,318,360,1.0,1,1.0
92,-1,1,1,318,362,1.0,1,1.0
93,-1,1,1,317,364,1.0,1,1.0
94,-1,1,1,321,366,1.0,1,1.0
95,-1,1,1,324,367,1.0,1,1.0
96,-1,1,1,321,368,1.0,1,1.0
97,-1,1,1,324,370,1.0,1,1.0
98,-1,1,1,327,370,1.0,1,1.0
99,-1,1,1,330,370,1.0,1,1.0
100,-1,1,1,331,371,1.0,1,1.0
101,-1,1,1,333,373,1.0,1,1.0
102,-1,1,1,331,374,1.0,1,1.0
103,-1,1,1,332,375,1.0,1,1.0
104,-1,1,1,334,378,1.0,1,1.0
105,-1,1,1,334,381,1.0,1,1.0
106,-1,1,1,335,385,1.0,1,1.0
107,-1,1,1,337,387,1.0,1,1.0
108,-1,1,1,338,390,1.0,2,1.0
109,-1,1,1,339,390,1.0,1,1.0
110,-1,1,1,341,392,1.0,1,1.0
111,-1,1,1,342,389,1.0,1,1.0
112,-1,1,1,343,387,1.0,1,1.0
113,-1,1,1,345,389,1.0,1,1.0
114,-1,1,1,345,388,1.0,2,1.0
115,-1,1,1,344,391,1.0,2,1.0
116,-1,1,1,346,394,1.0,2,1.0
117,-1,1,1,347,396,1.0,2,1.0
118,-1,1,1,350,397,1.0,1,1.0
119,-1,1,1,352,397,1.0,2,1.0
120,-1,1,1,352,400,1.0,1,1.0
121,-1,1,1,352,401,1.0,2,1.0
122,-1,1,1,353,401,1.0,1,1.0
123,-1,1,1,354,401,1.0,2,1.0
124,-1,1,1,355,401,1.0,2,1.0
125,-1,1,1,358,408,1.0,2,1.0
126,-1,1,1,361,411,1.0,1,1.0
127,-1,1,1,364,411,1.0,1,1.0
128,-1,1,1,368,412,1.0,1,1.0
129,-1,1,1,369,409,1.0,1,1.0
130,-1,1,1,369,406,1.0,2,1.0
131,-1,1,1,367,405,1.0,2,1.0
132,-1,1,1,367,406,1.0,2,1.0
133,-1,1,1,363,414,1.0,1,1.0
134,-1,1,1,363,417,1.0,1,1.0
135,-1,1,1,365,418,1.0,2,1.0
136,-1,1,1,365,419,1.0,2,1.0
137,-1,1,1,367,422,1.0,2,1.0
138,-1,1,1,370,424,1.0,2,1.0
139,-1,1,1,371,425,1.0,2,1.0
140,-1,1,1,373,425,1.0,2,1.0
141,-1,1,1,375,422,1.0,2,1.0
142,-1,1,1,376,425,1.0,2,1.0
143,-1,1,1,378,429,1.0,2,1.0
144,-1,1,1,379,430,1.0,2,1.0
145,-1,1,1,378,430,1.0,1,1.0
146,-1,1,1,380,429,1.0,2,1.0
147,-1,1,1,380,431,1.0,1,1.0
148,-1,1,1,382,431,1.0,1,1.0
149,-1,1,1,383,433,1.0,1,1.0
150,-1,1,1,386,435,1.0,1,1.0
151,-1,1,1,388,436,1.0,1,1.0
152,-1,1,1,386,436,1.0,1,1.0
153,-1,1,1,387,437,1.0,1,1.0
154,-1,1,1,386,436,1.0,1,1.0
155,-1,1,1,383,436,1.0,1,1.0
156,-1,1,1,382,437,1.0,1,1.0
157,-1,1,1,382,438,1.0,1,1.0
158,-1,1,1,381,439,1.0,1,1.0
159,-1,1,1,383,440,1.0,1,1.0
160,-1,1,1,383,443,1.0,1,1.0
161,-1,1,1,382,444,1.0,1,1.0
162,-1,1,1,380,444,1.0,1,1.0
163,-1,1,1,380,445,1.0,1,1.0
164,-1,1,1,382,446,1.0,1,1.0
165,-1,1,1,383,446,1.0,1,1.0
166,-1,1,1,385,447,1.0,1,1.0
167,-1,1,1,385,448,1.0,1,1.0
168,-1,1,1,386,453,1.0,1,1.0
169,-1,1,1,386,454,1.0,1,1.0
170,-1,1,1,386,455,1.0,1,1.0
171,-1,1,1,388,457,1.0,1,1.0
172,-1,1,1,389,459,1.0,1,1.0
173,-1,1,1,390,460,1.0,1,1.0
174,-1,1,1,391,461,1.0,1,1.0
175,-1,1,1,392,462,1.0,1,1.0
176,-1,1,1,394,461,1.0,2,1.0
177,-1,1,1,396,458,1.0,2,1.0
178,-1,1,1,399,460,1.0,1,1.0
179,-1,1,1,400,460,1.0,1,1.0
180,-1,1,1,401,460,1.0,1,1.0
181,-1,1,1,403,460,1.0,1,1.0
182,-1,1,1,406,460,1.0,2,1.0
183,-1,1,1,407,460,1.0,2,1.0
184,-1,1,1,409,459,1.0,2,1.0
185,-1,1,1,407,459,1.0,2,1.0
186,-1,1,1,407,461,1.0,2,1.0
187,-1,1,1,407,462,1.0,2,1.0
188,-1,1,1,408,463,1.0,2,1.0
189,-1,1,1,407,463,1.0,2,1.0
190,-1,1,1,407,464,1.0,2,1.0
191,-1,1,1,408,463,1.0,2,1.0
192,-1,1,1,408,463,1.0,2,1.0
193,-1,1,1,410,465,1.0,2,1.0
194,-1,1,1,409,467,1.0,2,1.0
195,-1,1,1,410,467,1.0,2,1.0
196,-1,1,1,409,467,1.0,2,1.0
197,-1,1,1,410,468,1.0,2,1.0
198,-1,1,1,410,468,1.0,2,1.0
199,-1,1,1,410,469,1.0,2,1.0
200,-1,1,1,411,471,1.0,2,1.0
201,-1,1,1,410,472,1.0,2,1.0
202,-1,1,1,411,473,1.0,2,1.0
