1,1,18,113,205,182,1.0,1,1.0
1,2,103,145,32,36,1.0,1,1.0
1,3,76,158,33,38,1.0,1,1.0
2,1,20,115,208,183,1.0,2,1.0
2,2,106,146,32,37,1.0,2,1.0
2,3,80,159,33,38,1.0,2,1.0
3,1,24,115,208,186,1.0,2,1.0
3,2,110,147,33,37,1.0,2,1.0
3,3,84,161,32,38,1.0,2,1.0
4,1,26,115,213,188,1.0,2,1.0
4,2,114,148,33,37,1.0,2,1.0
5,1,28,115,215,191,1.0,2,1.0
5,2,115,149,34,38,1.0,2,1.0
6,1,29,116,219,193,1.0,2,1.0
6,2,119,150,34,38,1.0,2,1.0
7,1,32,117,222,195,1.0,2,1.0
7,2,122,151,34,38,1.0,2,1.0
7,4,94,165,37,39,1.0,1,1.0
8,1,35,118,226,198,1.0,2,1.0
8,2,129,152,32,39,1.0,2,1.0
9,1,37,120,229,200,1.0,2,1.0
9,2,130,154,36,40,1.0,2,1.0
10,1,41,121,231,202,1.0,2,1.0
10,2,136,155,34,40,1.0,2,1.0
11,1,44,123,233,204,1.0,2,1.0
11,2,141,157,32,40,1.0,2,1.0
11,5,110,173,36,40,1.0,1,1.0
12,1,47,126,236,207,1.0,2,1.0
12,2,143,162,40,41,1.0,2,1.0
12,5,114,177,38,41,1.0,2,1.0
13,1,51,128,240,209,1.0,2,1.0
13,2,147,164,42,41,1.0,2,1.0
13,5,117,180,38,40,1.0,2,1.0
14,1,52,129,245,211,1.0,2,1.0
14,2,149,167,51,40,1.0,2,1.0
15,1,53,131,252,214,1.0,2,1.0
15,2,153,171,53,39,1.0,2,1.0
16,1,54,132,259,217,1.0,2,1.0
16,2,155,170,56,43,1.0,2,1.0
17,1,57,133,265,222,1.0,2,1.0
17,2,161,171,56,45,1.0,2,1.0
18,1,60,134,267,225,1.0,2,1.0
18,2,168,175,55,41,1.0,1,1.0
18,6,189,192,35,20,1.0,1,1.0
19,1,65,132,267,230,1.0,2,1.0
19,2,172,175,56,41,1.0,2,1.0
19,6,192,192,38,21,1.0,2,1.0
20,1,69,133,263,234,1.0,2,1.0
20,2,178,175,56,43,1.0,2,1.0
21,1,71,134,262,238,1.0,2,1.0
21,2,182,178,57,42,1.0,2,1.0
21,7,200,193,39,24,1.0,1,1.0
22,1,75,136,255,241,1.0,2,1.0
22,2,186,180,56,43,1.0,2,1.0
23,1,77,136,257,245,1.0,2,1.0
23,2,193,184,54,39,1.0,2,1.0
23,8,208,195,39,25,1.0,1,1.0
24,1,80,138,255,244,1.0,2,1.0
24,2,195,186,57,40,1.0,2,1.0
24,8,213,197,39,27,1.0,2,1.0
25,1,83,138,253,245,1.0,2,1.0
25,2,198,185,60,44,1.0,2,1.0
25,8,214,196,43,29,1.0,2,1.0
26,1,86,140,251,243,1.0,1,1.0
26,2,199,187,64,48,1.0,2,1.0
27,1,87,141,249,241,1.0,1,1.0
27,2,214,195,53,37,1.0,1,1.0
28,1,88,141,247,239,1.0,1,1.0
28,2,212,193,60,43,1.0,2,1.0
29,1,90,142,246,237,1.0,1,1.0
29,2,225,197,53,37,1.0,1,1.0
30,1,92,143,243,236,1.0,1,1.0
30,2,232,202,52,33,1.0,2,1.0
30,9,217,198,66,51,1.0,1,1.0
31,1,93,143,243,236,1.0,2,1.0
31,2,247,207,42,27,1.0,1,1.0
31,9,227,203,62,40,1.0,1,1.0
32,1,95,144,239,234,1.0,1,1.0
32,2,248,208,46,30,1.0,2,1.0
32,9,223,200,71,56,1.0,2,1.0
33,1,98,145,237,231,1.0,1,1.0
33,2,260,211,41,25,1.0,1,1.0
33,9,234,207,67,49,1.0,1,1.0
34,1,99,145,235,229,1.0,1,1.0
34,2,258,210,48,32,1.0,2,1.0
34,9,235,207,71,53,1.0,2,1.0
35,1,105,145,229,222,1.0,1,1.0
35,2,272,213,41,26,1.0,1,1.0
35,9,245,207,68,56,1.0,2,1.0
36,1,108,146,227,228,1.0,2,1.0
36,2,279,214,43,28,1.0,2,1.0
36,9,256,210,66,40,1.0,1,1.0
37,1,112,147,223,225,1.0,1,1.0
37,2,280,214,51,31,1.0,2,1.0
37,9,260,212,71,49,1.0,2,1.0
38,1,114,148,221,227,1.0,2,1.0
39,1,117,149,218,222,1.0,1,1.0
39,10,186,227,22,35,1.0,1,1.0
40,1,120,150,216,226,1.0,2,1.0
40,10,189,229,28,39,1.0,2,1.0
41,1,124,150,211,224,1.0,1,1.0
42,1,128,152,208,223,1.0,2,1.0
43,1,132,153,204,221,1.0,2,1.0
44,1,136,153,201,222,1.0,2,1.0
45,1,140,155,196,213,1.0,2,1.0
46,1,144,155,193,221,1.0,2,1.0
47,1,148,155,189,221,1.0,2,1.0
48,1,152,156,184,219,1.0,2,1.0
49,1,156,157,181,217,1.0,2,1.0
50,1,160,151,179,226,1.0,2,1.0
51,1,164,147,173,234,1.0,2,1.0
52,1,167,144,170,241,1.0,2,1.0
53,1,171,149,166,237,1.0,2,1.0
54,1,175,152,162,233,1.0,2,1.0
55,1,177,160,160,223,1.0,2,1.0
56,1,183,162,154,223,1.0,2,1.0
57,1,188,160,150,222,1.0,2,1.0
58,1,190,158,149,224,1.0,2,1.0
59,1,194,159,143,222,1.0,2,1.0
60,1,199,160,140,220,1.0,2,1.0
